"species","age","mapcode"
"fagugran","90","2087"
"abiebals","100","2088"
"acersacc","91","2088"
"fagugran","86","2088"
"picerube","71","2088"
"tsugcana","71","2088"
"acerrubr","115","2089"
"pinustro","120","2089"
"querrubr","113","2089"
"acerrubr","121","2090"
"pinustro","134","2090"
"poputrem","95","2090"
"fagugran","100","2091"
"querrubr","127","2091"
"querrubr","128","2092"
"acerrubr","80","2093"
"fagugran","78","2093"
"querrubr","79","2093"
"acerrubr","98","2095"
"pinustro","94","2095"
"prunsero","106","2095"
"betupapy","90","2096"
"fagugran","91","2096"
"querrubr","106","2096"
"querrubr","125","2097"
"acerrubr","76","2098"
"querrubr","75","2098"
"acerrubr","86","2099"
"pinustro","129","2099"
"querrubr","103","2099"
"fraxamer","112","2100"
"pinustro","121","2100"
"querrubr","106","2100"
"acerrubr","67","2101"
"pinustro","82","2101"
"querrubr","121","2102"
"fagugran","62","2103"
"querrubr","67","2103"
"pinustro","126","2104"
"querrubr","117","2104"
"querrubr","81","2105"
"acersacc","75","2106"
"pinustro","124","2106"
"acerrubr","120","2107"
"fraxamer","112","2107"
"pinustro","133","2107"
"acerrubr","118","2108"
"betulent","107","2108"
"querrubr","110","2108"
"querrubr","101","2109"
"acerrubr","98","2110"
"acersacc","95","2110"
"pinustro","105","2110"
"tsugcana","43","2110"
"acersacc","112","2111"
"betualle","86","2111"
"prunsero","70","2111"
"acersacc","112","2112"
"betualle","95","2112"
"fagugran","104","2112"
"fraxamer","59","2112"
"acersacc","114","2113"
"betualle","81","2113"
"fagugran","92","2113"
"acerrubr","113","2114"
"acersacc","95","2114"
"betualle","67","2114"
"betupapy","45","2114"
"fagugran","45","2114"
"prunsero","45","2114"
"acersacc","98","2115"
"betualle","86","2115"
"fraxamer","89","2115"
"acerrubr","66","2116"
"betualle","74","2116"
"betupapy","59","2116"
"acersacc","82","2117"
"fagugran","62","2117"
"acerrubr","118","2118"
"acersacc","105","2118"
"prunsero","119","2118"
"acerrubr","60","2119"
"acersacc","61","2119"
"betualle","60","2119"
"acersacc","73","2120"
"betualle","72","2120"
"picerube","72","2120"
"acersacc","109","2121"
"fagugran","111","2121"
"acerrubr","101","2122"
"fagugran","120","2122"
"acerrubr","89","2123"
"acersacc","110","2123"
"betualle","108","2123"
"betupapy","95","2123"
"acerrubr","79","2124"
"acersacc","79","2124"
"betualle","65","2124"
"acerrubr","87","2125"
"picerube","96","2125"
"acerrubr","76","2126"
"acersacc","78","2126"
"betualle","81","2126"
"betupapy","71","2126"
"abiebals","87","2127"
"acerrubr","82","2127"
"acersacc","82","2127"
"betualle","97","2127"
"acerrubr","70","2128"
"acersacc","86","2128"
"betualle","64","2128"
"prunsero","59","2128"
"acersacc","72","2129"
"betualle","72","2129"
"abiebals","67","2130"
"acerrubr","69","2130"
"picerube","74","2130"
"prunsero","62","2130"
"abiebals","80","2131"
"acerrubr","80","2131"
"betualle","48","2131"
"fagugran","104","2131"
"picerube","48","2131"
"abiebals","124","2132"
"picerube","124","2132"
"acerrubr","118","2133"
"acersacc","106","2133"
"fagugran","103","2133"
"abiebals","97","2134"
"acerrubr","105","2134"
"prunsero","90","2134"
"acersacc","96","2135"
"betualle","72","2135"
"fagugran","103","2135"
"abiebals","108","2136"
"acerrubr","119","2136"
"acerrubr","111","2137"
"acersacc","65","2137"
"betualle","108","2137"
"fagugran","101","2137"
"acerrubr","90","2138"
"picerube","107","2138"
"prunsero","77","2138"
"acerrubr","74","2139"
"betualle","64","2139"
"fagugran","50","2139"
"acerrubr","81","2140"
"betualle","79","2140"
"fagugran","82","2140"
"acerrubr","119","2141"
"picerube","137","2141"
"acerrubr","54","2142"
"acersacc","72","2142"
"betualle","62","2142"
"fagugran","48","2142"
"acerrubr","109","2143"
"betualle","98","2143"
"picerube","81","2143"
"acerrubr","115","2144"
"acersacc","96","2144"
"betualle","112","2144"
"fagugran","46","2144"
"abiebals","98","2145"
"acerrubr","100","2145"
"betualle","88","2145"
"picerube","108","2145"
"acerrubr","110","2146"
"betupapy","95","2146"
"acerrubr","122","2147"
"betualle","100","2147"
"fagugran","89","2147"
"picerube","74","2147"
"acerrubr","83","2148"
"betualle","77","2148"
"fagugran","86","2148"
"picerube","91","2148"
"acersacc","112","2149"
"betualle","106","2149"
"abiebals","102","2150"
"acerrubr","107","2150"
"fagugran","63","2150"
"acerrubr","71","2151"
"betupapy","77","2151"
"picerube","76","2151"
"acerrubr","87","2152"
"acersacc","66","2152"
"betualle","89","2152"
"fagugran","88","2152"
"acersacc","119","2153"
"fagugran","117","2153"
"prunsero","93","2153"
"abiebals","81","2154"
"picerube","87","2154"
"abiebals","146","2155"
"acerrubr","121","2155"
"betualle","139","2155"
"picerube","100","2155"
"abiebals","96","2156"
"acerrubr","108","2156"
"picerube","104","2156"
"acerrubr","83","2157"
"acersacc","76","2157"
"betualle","58","2157"
"betupapy","77","2157"
"acersacc","110","2158"
"fagugran","109","2158"
"fraxamer","108","2158"
"abiebals","61","2159"
"acerrubr","100","2159"
"betualle","59","2159"
"acerrubr","105","2160"
"acersacc","104","2160"
"acerrubr","124","2161"
"betualle","112","2161"
"picerube","117","2161"
"prunsero","80","2161"
"acerrubr","102","2162"
"acersacc","129","2162"
"fagugran","89","2162"
"acerrubr","104","2163"
"betualle","113","2163"
"acersacc","101","2164"
"betualle","108","2164"
"acerrubr","114","2165"
"betualle","100","2165"
"betupapy","84","2165"
"picerube","106","2165"
"acerrubr","119","2166"
"betualle","108","2166"
"prunsero","106","2166"
"acersacc","70","2167"
"abiebals","60","2168"
"acerrubr","62","2168"
"picerube","73","2168"
"prunsero","58","2168"
"acerrubr","88","2169"
"picerube","113","2169"
"acerrubr","84","2170"
"fagugran","84","2170"
"abiebals","63","2171"
"acerrubr","103","2171"
"betualle","89","2171"
"betualle","74","2172"
"fagugran","75","2172"
"acersacc","112","2173"
"acerrubr","73","2174"
"acersacc","60","2174"
"fagugran","90","2174"
"prunsero","60","2174"
"querrubr","83","2174"
"acersacc","106","2175"
"fagugran","105","2175"
"fraxamer","103","2175"
"acerrubr","111","2176"
"betualle","109","2176"
"prunsero","104","2176"
"acersacc","105","2177"
"acerrubr","102","2178"
"prunsero","68","2178"
"querrubr","75","2178"
"acersacc","119","2179"
"betualle","101","2180"
"picerube","106","2180"
"acerrubr","114","2181"
"acersacc","102","2181"
"betualle","100","2181"
"prunsero","95","2181"
"acerrubr","115","2182"
"betualle","83","2182"
"picerube","104","2182"
"acersacc","81","2183"
"fagugran","93","2183"
"prunsero","78","2183"
"acerrubr","86","2184"
"betualle","115","2184"
"acersacc","86","2185"
"fagugran","85","2185"
"acerrubr","102","2186"
"betualle","104","2186"
"fagugran","103","2186"
"acersacc","99","2187"
"betualle","89","2187"
"acersacc","110","2188"
"fagugran","104","2188"
"fraxamer","89","2188"
"acersacc","121","2189"
"fagugran","104","2189"
"prunsero","103","2189"
"acerrubr","110","2190"
"acersacc","78","2190"
"betualle","96","2190"
"fagugran","77","2190"
"acerrubr","84","2191"
"acersacc","65","2191"
"betualle","70","2191"
"fagugran","62","2191"
"acersacc","119","2192"
"betualle","95","2192"
"fagugran","103","2192"
"acerrubr","69","2193"
"fagugran","70","2193"
"acersacc","101","2194"
"fagugran","108","2194"
"acersacc","116","2195"
"fagugran","114","2195"
"abiebals","95","2196"
"acerrubr","106","2196"
"acerrubr","130","2197"
"fagugran","125","2197"
"acersacc","58","2198"
"betupapy","57","2198"
"fagugran","64","2198"
"acersacc","101","2199"
"fagugran","107","2199"
"fraxamer","87","2199"
"acersacc","100","2200"
"fagugran","90","2200"
"acersacc","106","2201"
"acerrubr","110","2202"
"betualle","104","2202"
"querrubr","102","2202"
"acerrubr","114","2203"
"fagugran","111","2203"
"querrubr","61","2203"
"acerrubr","111","2204"
"betualle","111","2204"
"fagugran","111","2204"
"acerrubr","126","2205"
"fagugran","115","2205"
"betualle","107","2206"
"fagugran","100","2206"
"abiebals","87","2207"
"acerrubr","103","2207"
"betualle","99","2207"
"picerube","89","2207"
"acerrubr","117","2208"
"acerrubr","100","2210"
"acersacc","74","2210"
"betualle","78","2210"
"picerube","56","2210"
"acersacc","117","2211"
"betualle","102","2211"
"fagugran","107","2211"
"acersacc","128","2212"
"fagugran","128","2212"
"acersacc","126","2213"
"fagugran","112","2213"
"acerrubr","105","2214"
"acersacc","100","2214"
"betualle","104","2214"
"acerrubr","115","2215"
"querrubr","111","2215"
"acersacc","116","2216"
"fagugran","110","2216"
"acerrubr","126","2217"
"betualle","114","2217"
"fagugran","114","2217"
"acerrubr","85","2218"
"betualle","86","2218"
"fagugran","106","2218"
"acerrubr","119","2219"
"fagugran","119","2219"
"acersacc","102","2220"
"betualle","99","2220"
"fagugran","76","2220"
"acerrubr","110","2221"
"acersacc","114","2221"
"betualle","68","2221"
"fagugran","112","2221"
"acersacc","110","2222"
"betualle","115","2222"
"fagugran","108","2222"
"acersacc","115","2223"
"fagugran","122","2223"
"acerrubr","100","2224"
"acersacc","99","2224"
"fagugran","107","2224"
"acersacc","104","2225"
"betualle","81","2225"
"fagugran","115","2225"
"prunsero","51","2225"
"acerrubr","108","2226"
"betualle","81","2226"
"querrubr","81","2226"
"fagugran","121","2227"
"acersacc","72","2228"
"fagugran","70","2228"
"acerrubr","90","2229"
"betualle","88","2229"
"acersacc","93","2230"
"fagugran","89","2230"
"prunsero","79","2230"
"acerrubr","123","2231"
"betualle","90","2231"
"fagugran","75","2231"
"acerrubr","89","2232"
"acersacc","66","2232"
"betualle","98","2232"
"acersacc","97","2233"
"betualle","88","2233"
"fagugran","91","2233"
"fraxamer","81","2233"
"acersacc","112","2234"
"betualle","110","2234"
"acerrubr","55","2235"
"acersacc","70","2235"
"betualle","78","2235"
"fagugran","82","2235"
"acerrubr","90","2236"
"betualle","84","2236"
"fagugran","81","2236"
"acerrubr","113","2237"
"betualle","100","2237"
"fagugran","112","2237"
"acerrubr","135","2238"
"fagugran","124","2238"
"acerrubr","72","2239"
"betualle","70","2239"
"picerube","69","2239"
"acersacc","119","2240"
"fagugran","119","2240"
"acerrubr","111","2241"
"betualle","79","2241"
"acersacc","113","2242"
"betualle","93","2242"
"fagugran","70","2242"
"acerrubr","121","2243"
"betualle","119","2243"
"acersacc","76","2244"
"fraxamer","70","2244"
"acersacc","111","2245"
"acersacc","55","2246"
"fagugran","55","2246"
"fraxamer","46","2246"
"acersacc","108","2247"
"betualle","96","2247"
"fagugran","102","2247"
"acerrubr","118","2248"
"betualle","116","2248"
"acerrubr","93","2249"
"betualle","79","2249"
"fagugran","119","2249"
"acersacc","107","2250"
"fagugran","83","2250"
"acerrubr","108","2251"
"betualle","103","2251"
"acersacc","109","2252"
"fraxamer","108","2252"
"acersacc","119","2253"
"fagugran","111","2253"
"acerrubr","81","2254"
"betualle","112","2254"
"fagugran","84","2254"
"acerrubr","90","2255"
"betualle","83","2255"
"fagugran","83","2255"
"acersacc","66","2256"
"betualle","66","2256"
"fagugran","66","2256"
"acersacc","107","2257"
"betualle","84","2257"
"fagugran","109","2257"
"acersacc","103","2258"
"betualle","102","2258"
"fagugran","103","2258"
"betualle","101","2259"
"fagugran","83","2259"
"acersacc","86","2260"
"acersacc","77","2261"
"betualle","72","2261"
"acerrubr","89","2262"
"betualle","110","2262"
"fagugran","116","2262"
"acerrubr","112","2263"
"betualle","91","2263"
"acersacc","116","2264"
"fagugran","114","2264"
"acersacc","115","2265"
"betualle","120","2265"
"acersacc","114","2266"
"betualle","83","2266"
"fagugran","119","2266"
"acerrubr","120","2267"
"betualle","103","2267"
"betualle","98","2268"
"fagugran","89","2268"
"betualle","114","2269"
"fagugran","92","2269"
"acersacc","88","2270"
"fagugran","81","2270"
"acersacc","79","2271"
"betualle","105","2271"
"fagugran","112","2271"
"acerrubr","108","2272"
"betualle","85","2272"
"fagugran","107","2272"
"acerrubr","46","2273"
"acersacc","57","2273"
"betualle","45","2273"
"fagugran","48","2273"
"acerrubr","48","2274"
"acersacc","43","2274"
"betualle","103","2274"
"acerrubr","101","2275"
"acersacc","67","2275"
"betualle","56","2275"
"betupapy","70","2275"
"acerrubr","113","2276"
"betualle","114","2276"
"fagugran","111","2276"
"acersacc","100","2277"
"betualle","100","2277"
"fagugran","117","2277"
"acersacc","107","2278"
"betualle","113","2278"
"fagugran","108","2278"
"acersacc","107","2279"
"betualle","93","2279"
"fagugran","123","2279"
"acersacc","74","2280"
"betualle","90","2280"
"fagugran","67","2280"
"acerrubr","129","2281"
"betualle","127","2281"
"fagugran","120","2281"
"acerrubr","123","2282"
"betualle","120","2282"
"tsugcana","103","2282"
"betualle","84","2283"
"fagugran","80","2283"
"picerube","77","2283"
"acerrubr","115","2284"
"betualle","108","2284"
"acerrubr","86","2285"
"betualle","80","2285"
"acerrubr","71","2286"
"betualle","81","2286"
"fagugran","77","2286"
"acersacc","93","2287"
"betualle","97","2287"
"fagugran","88","2287"
"betualle","106","2288"
"fagugran","107","2288"
"betualle","110","2289"
"fagugran","107","2289"
"acerrubr","74","2290"
"betualle","118","2290"
"fagugran","105","2290"
"acersacc","67","2291"
"betualle","89","2291"
"fagugran","68","2291"
"betualle","104","2292"
"fagugran","106","2292"
"acersacc","114","2293"
"fraxamer","114","2293"
"prunsero","109","2293"
"acerrubr","120","2294"
"betualle","110","2294"
"betupapy","95","2294"
"acerrubr","101","2295"
"acersacc","92","2295"
"betualle","118","2295"
"betupapy","90","2295"
"acersacc","70","2296"
"betualle","53","2296"
"fagugran","48","2296"
"betualle","103","2297"
"fagugran","99","2297"
"picerube","83","2297"
"tsugcana","50","2297"
"betualle","82","2298"
"fagugran","99","2298"
"acerrubr","92","2299"
"acersacc","46","2299"
"betualle","70","2299"
"fagugran","90","2299"
"acerrubr","100","2300"
"acersacc","67","2300"
"betualle","49","2300"
"fagugran","98","2300"
"acerrubr","74","2301"
"acersacc","80","2301"
"betualle","77","2301"
"acersacc","114","2302"
"betualle","109","2302"
"acerrubr","100","2303"
"acersacc","133","2303"
"acersacc","118","2304"
"fagugran","71","2304"
"acerrubr","120","2305"
"betualle","120","2305"
"fagugran","119","2305"
"betualle","102","2306"
"fagugran","111","2306"
"acersacc","91","2307"
"betualle","57","2307"
"fagugran","71","2307"
"acerrubr","110","2308"
"betualle","84","2308"
"fagugran","82","2308"
"acerrubr","118","2309"
"betualle","121","2309"
"fagugran","115","2309"
"acersacc","110","2310"
"acerrubr","110","2311"
"acersacc","109","2311"
"betualle","114","2311"
"fagugran","75","2311"
"acersacc","115","2312"
"betualle","115","2312"
"fagugran","108","2312"
"acerrubr","108","2313"
"acersacc","108","2313"
"picerube","107","2313"
"acersacc","82","2314"
"betualle","82","2314"
"fagugran","74","2314"
"acerrubr","104","2315"
"acersacc","64","2315"
"betualle","85","2315"
"fagugran","60","2315"
"acerrubr","112","2316"
"betualle","99","2316"
"fagugran","95","2316"
"acerrubr","104","2317"
"betualle","94","2317"
"fagugran","103","2317"
"acerrubr","85","2318"
"fagugran","84","2318"
"acerrubr","95","2319"
"betualle","90","2319"
"fagugran","88","2319"
"acersacc","120","2320"
"acerrubr","122","2321"
"picerube","109","2321"
"tsugcana","81","2321"
"acersacc","112","2323"
"betualle","115","2323"
"betualle","108","2324"
"fagugran","121","2324"
"acerrubr","89","2325"
"betualle","85","2325"
"fagugran","65","2325"
"acerrubr","86","2326"
"fagugran","87","2326"
"picerube","86","2326"
"acerrubr","80","2327"
"betualle","116","2327"
"fagugran","84","2327"
"acerrubr","87","2328"
"fagugran","85","2328"
"tsugcana","111","2328"
"acerrubr","57","2329"
"betualle","100","2329"
"fagugran","79","2329"
"picerube","61","2329"
"acerrubr","73","2330"
"betualle","70","2330"
"fagugran","60","2330"
"tsugcana","96","2330"
"acersacc","100","2331"
"fagugran","94","2331"
"fraxamer","82","2331"
"acerrubr","93","2332"
"betualle","98","2332"
"fagugran","94","2332"
"acerrubr","112","2333"
"acersacc","97","2333"
"betualle","106","2333"
"fagugran","102","2333"
"acerrubr","102","2334"
"betualle","102","2334"
"fagugran","100","2334"
"betualle","65","2335"
"fagugran","69","2335"
"picerube","64","2335"
"acerrubr","59","2336"
"betualle","40","2336"
"betupapy","62","2336"
"tsugcana","55","2336"
"acerrubr","100","2337"
"betualle","93","2337"
"fagugran","97","2337"
"acerrubr","96","2338"
"betualle","96","2338"
"picerube","101","2338"
"acerrubr","87","2339"
"acerrubr","87","2340"
"acersacc","50","2340"
"betualle","45","2340"
"fagugran","110","2340"
"betualle","116","2341"
"fagugran","110","2341"
"acersacc","120","2342"
"fagugran","128","2342"
"acerrubr","104","2343"
"betualle","100","2343"
"fagugran","101","2343"
"acerrubr","113","2344"
"betualle","110","2344"
"tsugcana","123","2344"
"abiebals","120","2345"
"acerrubr","115","2345"
"betualle","100","2345"
"picerube","81","2345"
"acerrubr","82","2346"
"betualle","75","2346"
"tsugcana","110","2346"
"acerrubr","123","2347"
"acersacc","68","2347"
"betualle","112","2347"
"prunsero","109","2347"
"abiebals","94","2348"
"acerrubr","122","2348"
"acerrubr","83","2349"
"picerube","102","2349"
"tsugcana","117","2349"
"betualle","73","2350"
"fagugran","83","2350"
"acersacc","114","2351"
"betualle","122","2351"
"picerube","117","2351"
"acerrubr","99","2352"
"betualle","86","2352"
"acerrubr","85","2353"
"betualle","63","2353"
"fagugran","109","2353"
"acerrubr","82","2354"
"acersacc","80","2354"
"fagugran","78","2354"
"acerrubr","116","2355"
"betualle","99","2355"
"fagugran","82","2355"
"abiebals","76","2356"
"acerrubr","74","2356"
"betualle","78","2356"
"prunsero","60","2356"
"abiebals","123","2357"
"acerrubr","124","2357"
"betualle","109","2357"
"picerube","118","2357"
"acerrubr","89","2358"
"acersacc","88","2358"
"prunsero","61","2358"
"acerrubr","96","2359"
"acersacc","104","2360"
"betualle","85","2360"
"prunsero","94","2360"
"acerrubr","101","2361"
"fagugran","105","2361"
"betualle","115","2362"
"fagugran","120","2362"
"abiebals","49","2363"
"acerrubr","75","2363"
"betualle","49","2363"
"fagugran","45","2363"
"picerube","45","2363"
"acerrubr","107","2364"
"acersacc","101","2364"
"betualle","113","2364"
"fagugran","80","2364"
"acerrubr","123","2365"
"betualle","100","2365"
"prunsero","115","2365"
"acersacc","90","2366"
"betualle","69","2366"
"fagugran","83","2366"
"acersacc","114","2367"
"fagugran","96","2367"
"acerrubr","114","2368"
"betualle","112","2368"
"acerrubr","74","2369"
"acersacc","70","2369"
"betualle","74","2369"
"fagugran","62","2369"
"acerrubr","115","2370"
"acersacc","122","2370"
